acc_train, acc_dev, loss, val_loss, epochs_run, Fscore, precision, recall
0.6760901212692261, 0.6236926317214966, 0.8822621703147888, 1.1243081092834473, 18, 0.6235666845079612, 0.6619037058582565, 0.6226429918290384
