time,phoneme,vocalic,consonantal,back,anterior,open,close,nasal,stop,target_vowels,target_plosives,non_target_plosives,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause
0.0,<p:>,0.66570324,0.23245023,0.7401176,0.19693215,0.73086876,0.050270543,0.29436105,0.11664436,0.839037,0.13713059,0.07702625,0.08952571,0.36990666,0.6125173,0.006769934,0.6138599,0.12029165,0.14710745,0.08734168,0.1274858,0.5399381
0.01,<p:>,0.63475585,0.24268134,0.73798174,0.09373403,0.69203454,0.022269811,0.30033273,0.1363785,0.84343386,0.16821495,0.06008837,0.08415301,0.28956398,0.61157155,0.004513639,0.53984034,0.10015807,0.2193512,0.09284376,0.14092232,0.591907
0.02,<p:>,0.64419204,0.2125646,0.7533273,0.04464529,0.6963311,0.011176112,0.20154099,0.13525753,0.8516132,0.1919943,0.05430549,0.094167866,0.22096519,0.5849327,0.003214036,0.5260148,0.09254263,0.23484558,0.09786272,0.15271983,0.6345809
0.03,<p:>,0.67411387,0.16155018,0.7852357,0.02018448,0.7347971,0.0064782687,0.12208937,0.12990323,0.8621519,0.19214448,0.045011263,0.09931779,0.14779615,0.54650104,0.0025051928,0.5273277,0.095391504,0.20927168,0.09582666,0.16315551,0.6643203
0.04,<p:>,0.6875665,0.13302262,0.7944782,0.011416919,0.7527812,0.0048034918,0.079871014,0.1223262,0.86435074,0.18313836,0.03457087,0.09045746,0.10700626,0.5131967,0.0019688453,0.5290708,0.08874896,0.16944233,0.080944896,0.158992,0.68171513
0.05,<p:>,0.6354379,0.1218685,0.76468766,0.012250504,0.7105481,0.0045930617,0.07486206,0.11706468,0.8433888,0.17524645,0.028915046,0.07395204,0.103915155,0.4786255,0.0013849423,0.45521644,0.07506788,0.15045016,0.07103196,0.16029333,0.7286806
0.06,<p:>,0.55764097,0.11743034,0.71553403,0.016813003,0.6495329,0.0052036997,0.085302524,0.11542503,0.81811625,0.17296018,0.02777925,0.060848318,0.11240922,0.44388118,0.0011305226,0.36785528,0.06158128,0.15239282,0.06870036,0.15525481,0.79167265
0.07,<p:>,0.52090347,0.11228295,0.6833422,0.017654698,0.6146477,0.005570242,0.09425888,0.11218423,0.7909485,0.17114964,0.02780107,0.056534328,0.1206496,0.41999456,0.000967273,0.33339345,0.050847955,0.15628979,0.06472879,0.14174199,0.8270984
0.08,<p:>,0.43964064,0.09892172,0.6223314,0.013690431,0.5356658,0.005695449,0.10605351,0.10066849,0.7374267,0.14825551,0.027157947,0.05492926,0.1258089,0.36244062,0.00067743525,0.27245706,0.041773926,0.15096176,0.060757615,0.11291219,0.8748522
0.09,<p:>,0.39564973,0.09063066,0.5928488,0.011278568,0.49607056,0.0057765814,0.107844785,0.09549262,0.7158294,0.13458146,0.025287928,0.053331096,0.115338445,0.31622258,0.00053911185,0.23875062,0.036849737,0.1444927,0.058374505,0.10341826,0.894083
