acc_train, acc_dev, loss, val_loss, epochs_run, Fscore, precision, recall
0.7494694590568542, 0.6472178101539612, 0.6248372793197632, 1.1160593032836914, 9, 0.6487270121092372, 0.6811210157695561, 0.6485543683218102
