time,phoneme,vocalic,consonantal,back,anterior,open,close,nasal,stop,target_vowels,target_plosives,non_target_plosives,continuant,lateral,flap,trill,voice,strident,labial,dental,velar,pause
0.0,<p:>,0.022174662,0.062637955,0.024596522,0.009309467,0.028199814,0.0049350616,0.009673414,0.12238384,0.01629697,0.19879438,0.0070478227,0.038058322,0.04837865,0.08762515,0.00013373092,0.012045515,0.05037318,0.06427934,0.026812442,0.22134699,0.9827023
0.01,<p:>,0.019931747,0.07999407,0.026393177,0.011499137,0.028634999,0.0063889534,0.01304161,0.15354091,0.012404728,0.22890395,0.010367137,0.028533664,0.08001893,0.13428292,0.00038246982,0.013716216,0.034839682,0.119157195,0.031188035,0.2687854,0.98270863
0.02,<p:>,0.014953686,0.06929973,0.021820748,0.009332813,0.02155115,0.0058337986,0.010949215,0.13806807,0.009837276,0.21787646,0.01027614,0.02360073,0.091396235,0.12575313,0.0003763707,0.0117654065,0.028280038,0.108468026,0.02639839,0.25788513,0.9854084
0.03,<p:>,0.012109904,0.061594423,0.018042127,0.0074053304,0.01740861,0.0049107336,0.00891718,0.12551521,0.008999031,0.20694304,0.009503965,0.021734055,0.08906291,0.10947921,0.00031470365,0.010100527,0.024978504,0.09620959,0.022864874,0.24561173,0.9874572
0.04,<p:>,0.009923268,0.055065837,0.015230589,0.0060420698,0.014076221,0.0042540864,0.0072842804,0.116744936,0.008230167,0.19698021,0.008835584,0.020882841,0.08000632,0.0932275,0.00026494393,0.008630124,0.022950578,0.08734639,0.020796351,0.23374611,0.98901737
0.05,<p:>,0.008400659,0.05031673,0.013105968,0.0051364796,0.011683352,0.0038607786,0.006248965,0.110416666,0.0077060577,0.18905704,0.008511568,0.020273974,0.07099696,0.08009706,0.00023706208,0.0075964993,0.021238782,0.08136928,0.01956989,0.22448164,0.99008864
0.06,<p:>,0.007148175,0.046175826,0.011207902,0.004431196,0.009649036,0.003539485,0.0053924574,0.10442183,0.007143347,0.1810496,0.008240274,0.019544296,0.06232266,0.0682264,0.00021562766,0.006666414,0.019887583,0.076007776,0.018608298,0.2163469,0.99101335
0.07,<p:>,0.006169702,0.042871963,0.009735189,0.0038819348,0.008087327,0.0032716696,0.004677584,0.09945768,0.006628617,0.17385012,0.008034761,0.01901516,0.055230953,0.058212843,0.00020134063,0.005909685,0.018761616,0.07151406,0.01784603,0.20937388,0.99178463
0.08,<p:>,0.005467,0.04046866,0.008602996,0.0034862126,0.006993459,0.0030045516,0.0041394676,0.09500321,0.006197834,0.16728364,0.007833955,0.018603293,0.048976034,0.05153633,0.00019142474,0.0053332373,0.017842017,0.06842279,0.017343754,0.20249583,0.99237156
0.09,<p:>,0.004936854,0.038568832,0.0077645173,0.0031898012,0.0061895987,0.0027960793,0.0037348468,0.09134736,0.00584237,0.16240355,0.007717563,0.018313685,0.04413287,0.046333,0.00018694362,0.0048878817,0.01708869,0.06608768,0.017017853,0.1968345,0.9928216
0.1,<p:>,0.004487458,0.036875382,0.007033769,0.0029253978,0.0054997597,0.0026071735,0.0033522106,0.087915584,0.0055322708,0.1580711,0.0075835907,0.018137572,0.039662253,0.04189767,0.0001825625,0.0044778567,0.016499119,0.06379862,0.016751511,0.19182536,0.99318916
0.11,<p:>,0.004114196,0.035467383,0.0064198454,0.0026932366,0.0049103615,0.0024520631,0.0030128132,0.08490712,0.005293924,0.15433107,0.007464606,0.017974304,0.035730265,0.03817105,0.000179709,0.0041110246,0.016058158,0.061798584,0.016576014,0.18721955,0.99349624
0.12,<p:>,0.0038340623,0.03450216,0.0059588715,0.0025085984,0.004451535,0.0023444414,0.002769318,0.08275972,0.0051331636,0.15182701,0.007449966,0.01793971,0.03270858,0.035239916,0.00018072662,0.0038298066,0.015767546,0.060520332,0.016602619,0.18391627,0.99374586
0.13,<p:>,0.0035780626,0.033678122,0.0055470914,0.0023514358,0.0040429896,0.0022510353,0.0025307105,0.0807869,0.0049783285,0.14959945,0.0074289814,0.017885722,0.029899439,0.032796916,0.00018256789,0.003578328,0.0155788055,0.05952747,0.016686259,0.18148008,0.9939459
0.14,<p:>,0.0033659083,0.033181224,0.0052220626,0.002235642,0.0037106588,0.0021884702,0.0023329842,0.079492316,0.004839972,0.14834997,0.0074811787,0.017936205,0.027643539,0.030857237,0.00018763258,0.0033777773,0.015465491,0.05908015,0.016926968,0.17998177,0.99408394
0.15,<p:>,0.003213818,0.033115305,0.0049932646,0.0021558113,0.0034732495,0.0021569582,0.002178724,0.079083405,0.004780646,0.14845103,0.0076180445,0.018132232,0.02607149,0.029420743,0.00019725067,0.0032348589,0.015526729,0.059187733,0.017333463,0.18002379,0.9941535
0.16,<p:>,0.0031037754,0.033327222,0.0048171924,0.0021135441,0.0032918167,0.0021579312,0.0020503104,0.07926346,0.004752759,0.14953198,0.0078136325,0.018413106,0.024925394,0.028254094,0.00021011577,0.003123858,0.01569002,0.05979325,0.01786293,0.1812179,0.9941838
0.17,<p:>,0.0030245406,0.033878744,0.004674593,0.0020994483,0.003150454,0.0021924127,0.0019334458,0.08003495,0.004748214,0.15149777,0.008022787,0.018783988,0.023944363,0.02730316,0.00022643739,0.003035817,0.015983934,0.060468737,0.018430054,0.18387778,0.9941759
0.18,<p:>,0.00299368,0.034808114,0.0046369354,0.0021164808,0.0030712674,0.0022823534,0.0018686908,0.08198816,0.004809532,0.1549805,0.0083517805,0.019487746,0.023592407,0.026918925,0.00024935804,0.003002998,0.016534006,0.061943337,0.019217731,0.18829726,0.99408346
0.19,<p:>,0.002987196,0.03601541,0.0046344604,0.0021596835,0.0030219217,0.0024054616,0.0018109479,0.08454725,0.0048950496,0.15944935,0.008753328,0.020327928,0.023555111,0.026798863,0.00027852922,0.0030015907,0.017144121,0.064432584,0.020197941,0.19384925,0.9939383
